taxonomy	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0.15211	0	0	0.01034	0.01167	1.23676	1.06777	0	0.12646	0	4.54077	0.00535	0.16505	1.00484	0	0.00199	0	0	1.85949	0.24939	1.46632	0	0	0	0	0	0.04016	0.00421	0.00368	0	0.57279	5.16846	0.02894	0.28025	0.29254	0.0008	0.43955	3.38724	0	0	0.1319	0.0371	0.02585	0.02283	0	0.02733	0	0	0	0	0	1.52518	0.58268	0.07183	0	1.23033	0.16952	0	0.06695	0.0169	0.30111	0	1.29188	0.21383	0	0	0	2.26019	0.08182	0.26657	0	0	0.20123	0.97955	0	0.03276	0.51192	0.66788	0	0	0.0011	0.00513	0	0.37787	2.18639	0.09743	0.76314	0	0.30353	0	0.00172	0.1799	6.14927	0	0	0.00662	0	0	0.63991	0.02168	0	0	0	0.83115	2.10218	0	0	0	0	2.30112	3.82509	0.44505	2.19529
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium	0	0.11393	0.00859	0	0.05441	0	0.00122	0.11054	0	0	4.45842	0	0.25624	0.01125	0.09532	0	0.00095	0.25896	0.09767	0.2326	0.4585	0	0.29954	3.15271	0.27454	4.64326	1.34708	0.08146	0.34271	0.4484	0.01441	0.34311	0.01176	0.01545	0.04421	0	0	0	0	0	0	0.01135	1.89906	1.71653	0.5277	4.84327	0.04399	0.6606	0.02447	2.01636	0.27577	5.03282	0.16462	0	0	0	0.57444	2.11869	2.68173	0.00572	0.20144	0.04855	0	0	0.00617	0.85354	3.19	1.36549	0	0.00199	0.12032	2.31405	0.43933	3.56187	0.42361	0	0	0	0.01953	0	4.46708	2.7834	3.13432	0.98124	0.00933	0.01422	0.12049	0.21381	0.11644	0	0.13918	1.89224	0	0	0	0.20535	1.73311	0	0	0.41517	0.24098	8.23971	8.56677	5.3818	2.29765	0.35702	0.07044	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0	0.11245	0	0	0	0	0	0	0	0	0	0	0	0	0.04051	0	0	0	0	0	0	4.76323	0	0	0.00174	0	0	0	0	0	0	0	0.11818	0	0	0	0	0.01481	0	0	0	0.03643	0	0.04066	0.00466	0	0	0	0	0	0	0	0	0	0.07093	0	0	0.063	0	0.01005	0	0.00069	0	0	0	0	0	0	0	0	0.05271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00477	0	0	0	0.03318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17168	0	0.10442	0	0	0	0.00205	0	0	0	0	0	0	0	0	0	0	0	0.04558	0	0	0	0	0.04357	0.01032	0.0033	0	0	0	0	0	0	0	0.02311	0	0	0	0	0	0	0	0	0.00689	0	0	0	0	0.02215	0.01201	0.00654	0.02875	0	0	0	0	0	0	0	0	0	0.07261	0.01402	0	0	0	0	0	0	0	0	0	0	0.02262	0	0	0	0	0	0	0	0	0	0	0	0	0.03284	0.01498	0.00158	0	0.02604	0	0	0	0	0	0	0	0.07206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	0	0.09655	0.03263	0.01939	0.00887	0.07068	0.00094	3.36792	0	0	0.28665	0	0	0.22552	0	0	0	0	0.00013	0.05985	0.00075	0	0.11314	0.21119	0.03056	0	0.01836	0	0	0	0.00639	0	0	0	0	0	0.32317	0	0.01735	0.01292	0	0.00174	0.02276	0	0.00498	0.01593	0	0.00544	0.01966	0.80453	0.00044	0.3644	0	0.15952	0.94822	0	0.00246	0	0.54375	0	0.1991	0.07018	0	0.00465	0.00662	0.0058	0.0045	0.07533	0	0	0.02451	0.01312	0.01112	0.03798	0.02944	0	0	0	0	0.19947	0	0.05497	0.00929	0	0	0	0.00728	0.55943	0.16253	0	0	0.03313	0	0	0.02586	0.0687	0.13536	0	0.18655	0	0	0.01871	0.01289	0	0.00889	0.05806	0.00126	0	1.51738	0.58554	0.0639	0.12507	0	0.05888
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0	0.09293	0	0	0	0.02417	0	0.11426	0	0.0205	0	2.74195	0	0.00606	0.03815	0	0	0	0	0.04306	2.09337	1.16939	0	0	0	0	0	0.00785	0	0	0	0	0.03986	0.0408	0.04511	0.12366	0	0	0.22792	0	0	0	0	0	0	0	0.00377	0	0.01828	0	0	0	0.01441	0.60729	0.16201	0.00245	0	0	0	0.38132	0.01083	0.12543	0	0	0.39572	0	0	0	0	0	0.00021	0	0	0	0	0	0	0.01036	0.05928	0	0	0	0	0	0.0096	0.30856	0	0	0.0205	0	0	0	0	0.07798	0	0	0	0	0.00647	0.33476	0	0	0	0	0	0.07187	0.05458	0	0	0.03984	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0	0.08059	0	0	0.02034	0	0.03253	0	0	0	0	0	0.08805	0.45844	0	0	0.26076	0.12213	0.00016	0	0.1267	0.2801	0.29016	0.60952	1.21301	0.18754	2.53425	0.86923	0.00942	0.01635	0.09767	0.05096	0	0.43518	0	0	0.04814	0	0.11416	0.36553	0.00527	0.43097	0.38417	0.13266	0.28546	0.00664	0	0.42042	0.03047	0.45261	0.0055	0.04967	0	0.50419	0.48317	0	1.10934	0.43657	0	0.27371	0.04791	0.11976	0	0.02232	0.30646	0.88839	1.13038	1.18501	0.00019	0.11378	0.17483	0.39064	0.13439	0.26106	0.22	0	0	0	0	0.34475	0	0.25929	0.56693	0.78043	0	0.55105	0.8591	0.83434	0.55863	0.03327	0.02191	0.0814	0	0	0	0.00251	0	0	0.03405	0.92813	0.61715	0.16309	0.03719	0.26915	0.00976	0.002	0.0992	0	0	1.35636	0.11069	0	0.09754	0.10525
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	0	0.07462	0	0	0	0	0	0.04113	0	0	0	0	0	0	0	0	0	0.00499	0.00319	0.00841	0.06261	0.29617	0	0	0	0.00166	0.02647	0	0.02254	0	0.00845	0.00044	0.44252	0	0	0.01009	1.22226	0.13936	1.22164	0.16901	0	0.10671	0	0.00552	0.00155	0.01169	0.15824	0.21239	0	0.00441	0.18053	0	0	0.0097	0	0.02269	0.10633	0.02195	0	0.77716	0	0.08314	0	0	0	0.38488	0	0.04125	0	0.05135	0.02858	0	0.37925	0.00806	0	0	0.00322	0	0	0	0.00844	0.01135	0	0	0	0.28026	0	0.20844	0.0304	0.24293	0	0.01399	0.10181	0.50709	0	0.00725	0	0	0	0.11226	0	0	0.181	0.05569	0	0	0.00833	0	0	0.0002	0	0	0.49263	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0	0.06883	0	0	0	0.08255	0	0.34223	0	0.02104	0	0	0.04069	0.00776	0.01658	0	0.09666	0.29848	0.64179	0.61637	0.45717	0.30315	0.0075	0.00749	0.01173	0	0	0	0.06804	0	0.0043	0.15806	8.16476	0.09026	0.02329	1.18725	1.64743	0.16635	4.02753	0.41819	1.92031	2.74913	0.06062	0.05172	0.01429	0.02497	0.22274	0.46174	0.10519	0.00065	0.23903	0.176	0.52262	3.86106	0.33781	0.12099	0.03871	0	0	6.16056	0.47094	1.30422	0	0.02166	0.07405	0.1108	0.26168	0.35116	0	0.03523	0.1743	1.10517	0.16553	0.04673	0.18483	0	0.01467	0.16022	1.69488	0.58281	0.02387	0.02141	0.01377	0.05971	1.52534	0.30592	0.00343	0.28935	0.86282	0.33685	0.08828	0.9317	0.40843	0.4677	1.10744	13.1425	0.01979	0.2318	0	2.26132	0.12144	0.078	0.0552	0.12954	2.9895	0.72676	0.63663	0	0	0	0.43053	0.28158	0.09606	0.09094
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_1D1	0	0.06455	0.07321	0.20941	0	0.06375	0.02612	0.00973	0	0	0.31149	0	0.00148	0.05708	0	0	0.01053	0.00834	0.00671	0.01504	0.00762	0	0.00637	0.03439	0.01686	0	0	0.00072	0	0	0.07336	0	0	0	0.00957	0	0.01098	0	0	0	0.00265	0.0053	0.00125	0	0.00216	0	0.21559	0	0	0.01353	0.01684	0.00652	0	0.00097	0.03305	0.00326	0.01723	0.04363	0	0	0	0	0	0	0.02379	0.04647	0.07582	0.15412	0	0	0.00088	0.00799	0.01641	0.04354	0.05799	0	0	0	0.04227	0.05547	0.09457	0.07529	0.0092	0.06831	0	0.00112	0.0008	0	0.0198	0	0	0.02572	0	0	0.00645	0.03848	0.00014	0	0.04627	0	0.00602	0.01603	0.01531	0.01672	0.01715	0.01072	0.0098	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4805	0	0.06198	0.05008	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0.01462	0.00905	0.02374	0	0	0	0	0	0.00318	0	0	0.04632	0	0	0	0	0	0	0	0	0.02927	0.00314	0	0	0	0	0.0339	0.25059	0.05676	0.03383	0	0.03932	0	0	0	0.01306	0.0399	0	0	0	0.06267	0.01056	0	0	0	0	0	0	0	0	0	0	0	0.00515	0.01051	0.033	0	0	0	0	0	0	0	0	0.0437	0.00812	0	0	0	0.01748	0.00319	0	0.0089	0	0.00045	0.01494	0	0	0	0	0	0	0	0.02387	0.03808	0.0296	0	0	0.00459	0.00246	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0	0.05394	0	0	0	0.05582	2.67298	0.52995	0	0.15478	0	0	0.04226	0.16152	0.20819	0.02445	0.00892	0	0.02815	0.14458	0.26667	1.52611	0	0	0.00086	0	0	0.83796	0.00891	0.00413	0.01511	0.03901	1.42315	0.01142	0.00744	0.59884	0.00873	1.69879	1.84862	0.17094	0.00132	0	0	0.12899	0.00721	0.06088	0	0.00141	0	0	0	0	0.38186	0.33425	0.24117	0.11265	0.01811	0.11015	0	0.03574	0.00721	0.0895	0	0.06813	1.10151	0	0	0	4.90466	0.01038	0.04021	0	0.09126	0.12254	0.18312	0	0.10861	0.3562	0.41208	0.54599	0.12189	0.00202	0	0	0.01038	0.8886	0.02978	0.00191	0	0.02355	0	0.0314	0.26928	0.80281	0.01044	0.1245	0	0	0.00622	0.0095	0	0	0.01742	0.02922	0.25965	0.32699	0.03095	0.02256	0.00673	2.58577	0.095	0.23727	0.00109	0.10269
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0	0.04824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11971	0	0	0	0	0.01489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54944	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0.04552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04009	0	0	0	0.0235	0.00092	0	0	0	0	0.00258	0	0	0	0	0	0	0	0.09331	0	0	0	0	0	0	0.03149	0	0	0	0	0	0	0	0	0	0.04393	0	0	0	0	0	0.01672	0.21745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03435	0	0	0	0	0	0	0.03792	0.1437	0	0	0.0855	0.06608	0	0	0	0	0	0	0	0	0	0	0.02019	0.10067	0.19466	0	0.09115	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0	0.04103	0.49227	0	0.00642	4.6464	0	0.00393	0	0.03574	0.17276	0	0.03303	0.06501	0.00035	0	0.76427	0.18131	0.09422	3.10569	0.01735	0.2458	2.36363	0.33474	0.08133	6.31603	2.14778	0	0.07327	0.00081	0.07444	0	0.01355	0	0.04561	0	0.00658	0	0.12488	0.01346	0.07811	0.00117	0	0	0	0.20307	0.31659	1.45946	1.93903	0.34231	0.16567	0	0.0013	0.04191	0.06004	0	0	0	1.90761	1.06162	0.01123	0.47766	0	0.68483	0.58009	0.52602	0.51602	0.74764	0	0	0	0	0.02279	0	0	0	0.01136	1.23834	0.13652	0	0	0.24488	0.15342	0.12588	0.01684	0	0	0.86646	1.32732	0.00342	0.12953	0.26893	0.12474	1.42568	1.34776	0	0.72408	0	0	0	0	0.106	0	0	0.65054	1.35987	0.07041	1.17603	0	4.95123	0.004	0	0	0.23799
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	0	0.03476	0	0	0	0.02825	0	0	0	0	0	0	0	0	0.00396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01037	0	0	0	0	0.00659	0	0	0.02436	0.00487	0	0	0	0.00974	0.01187	0.01276	0.00593	0.00699	0.00061	0	0	0.00349	0	0	0.0009	0	0.00185	0	0	0.04742	0.03529	0.00464	0	0	0	0	0	0	0.00715	0	0	0	0	0	0	0	0	0	0.00217	0	0	0	0	0	0	0.02184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0.0188	0	0.10216	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_SGB5077	0	0.03267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64521	0	0	0	0	0	0	0	0	0.01813	0	0	0	0.58612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0.00934	0	0	0	0	0	0	0	0	0	0	0.54206	0	0	0	0.11485	0	0.02467	0	0	0	0	0	0	0	0	0.04293	0	0	0	0	0.71356	0	0	0	0	2.85313	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Morganella|s__Morganella_morganii	0	0.02485	0	0	0	0	0	0	0	0.04111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42358|o__OFGB42358|f__FGB42358|g__GGB51510|s__GGB51510_SGB71883	0	0.01414	0.00488	0	0	0	0	0	0	0	0	0	0	0	0.03027	0	0.00264	0	0	0	0	0	0.01022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15345	0	0	0.01172	0.00417	0	0	0	0.00059	0	0	0	0	0	0.00136	0	0	0	0	0	0	0.00704	0	0	0.05578	0.00227	0.00517	0	0	0	0	0.00843	0	0	0.01545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01593
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	0	0.01271	0	0	0	0.05169	0	0.02371	0.3107	0.01972	0	0	0	0.00112	0.21104	0	0	0	0.21099	0.00303	0.04186	0.02822	0	0	0.00475	0.00642	0	0.04111	0	0	0	0	7.45907	0	0	0.00377	0.07247	0.33947	10.02878	0	0	0.01258	0	0.1371	0	0.22971	0	0	0	0	0.46518	0	0.01258	0.53259	0.40102	0	0.08044	0.05375	0	0.06154	0.00647	0	0	0	0.17685	0	0	0	0	0	0	0	0.00325	0.01133	0.19102	0	0	0.23402	0	0	0	0.02629	0	0	0	0.24336	0	0.43958	0.50217	0.03693	0	0.13684	0.03077	0.0037	0	0	0	0	0	0	0.10169	0	0	0	0.43492	0.01439	0.03996	0	0	0	0.04428	0	0	0.0092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0	0.01071	0.0176	0.3765	0.00037	0	0.13128	0.1641	0	0	0.04633	0	0	0	0	0	0.08319	0.08068	2.13565	0.02897	0.05236	0.14322	2.70502	1.22662	1.77047	0.06884	0	0.80214	0.34727	0.02343	0.18822	0.03545	0.00352	0.16001	0.0581	0.1972	1.23233	0.11938	0	0	0	0.70239	0.67566	2.06484	0.33184	0.63675	0	0.48982	0	0.05376	0.00693	0.35995	0.19472	0	0.14033	1.22379	0.68539	0.1334	0.45215	0.10079	0.20215	0.28295	0	0	0	0.03099	0	0.00818	0.00744	0.5996	0.09129	0.51897	0.83041	0.04714	0.09912	0.00782	0	0.0046	0.14327	0	0.03632	0.03624	0.42078	0.15963	0.11836	0.43043	0.79147	0	0	0.11817	0.11699	0.42618	0.31382	0.0492	0.4965	2.51237	0.03114	3.94455	1.92484	0.26456	0.99306	0.0808	2.34037	1.32307	1.00409	0.01833	0.0193	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_BX3	0	0.00882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59549	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264	0	0	0	0	0	0	0	0	0	0	0	0.00628	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00529	0	0	0.29381	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0	0.00823	0.02546	0	0	0.03245	0	0.34814	0	0	0	0	0	0	0.00487	0	0.00522	0.00056	0.01087	0.19089	0.09347	0.01614	0.0028	0	0	0	0	0.00286	0.01741	0	0	0.03954	2.66156	0.10495	0.0138	0.24586	0.26456	0.04848	2.57939	0.12281	0.08703	0.38655	0.00091	0	0.00048	0.10683	0.10505	0.20538	0.03297	0.00045	0.00092	0.13139	0.16723	0.49852	0.11235	0	0.03571	0.0015	0	0.85644	0.192	0.1724	0	0.00464	0.03128	0.01977	0.02032	0.03932	0	0.01015	0.0189	0.07803	0.03336	0.04991	0.04744	0	0.00449	0.07016	0.43887	0	0.00661	0	0.00914	0.01217	0.24162	0.12469	0	0.17849	0.17998	0.01871	0.2949	0.03402	0.08518	0.17761	0.33743	0.02181	0.06822	0.16	0	0.13082	0.0059	0.00797	0	0.04278	0.83688	0.38258	0.15594	0	0	0.01381	0.10764	0.00135	0.02364	0.03118
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_canintestini	0	0.00744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0	0.00373	0.24181	0	0	0	0	0.01136	0	0	0	0	0	0	0	0	0	0	0	0.01252	0.00585	0	0.00014	0	0	0	0	0	0	0	0	0	0.03998	0	0	0.01646	0.06239	0	0.17743	0.04417	0.03246	0.0056	0	0	0	0	0.00413	0.00424	0	0	0.00127	0	0	0.00057	0	0	0.07879	0	0	0.31344	0.02237	0.05617	0	0	0.00073	0.00394	0	0.00756	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0.02497	0.00133	0.00985	0	0	0.01232	0	0.00052	0	0	0.01414	0.08065	0.11182	0	0	0	0.00054	0	0	0	0	0.02444	0.01032	0	0	0	0.01487	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis	0	0.00233	0.01432	0	0	0.11039	0.1443	0.07366	0	0	0	0.31792	0	0.09627	1.65804	0	0.00628	0.00058	0	0.13947	0.17846	0.02378	0.04259	0.02746	0.02704	0	0.13774	0	0	0	0.0265	0	0	0.02115	0.00776	0	0.00376	0	0.16454	0.16994	0.08506	0.02934	0.01365	0	0	0.01291	0.09822	0.05487	0.0555	0.03427	0	0	0.00094	0.22261	0.63181	0	0.0185	0.00412	0.00679	0	0.11416	0.11081	0	0.03754	0	0.03259	0.05026	0.0943	0.00523	0.0281	0.0898	0.0406	0.0043	0.06205	0.02594	0	0	0.12332	0.15257	0	0.01582	0.02594	0.02721	0.0157	0	0	0	0.10386	0.13644	0.00705	0.01667	0.04288	0.07946	0.00963	0.04995	0.37399	0.17155	0	0	0	0.01869	0	0	0	0.11226	0.085	0.00773	0.80345	0	0.08997	0.48602	0.10273	0	0.05375
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0	0.00219	0	0	0	0	0	5.60549	0	0.05991	0.00791	0.00329	0.01127	1.14369	0	0	0.79909	0.02899	0.33806	0.18807	0.24624	0.00491	0.34214	0.24722	0.44062	0.19848	0.08339	2.99577	0.01187	0	0.11016	0.16222	1.04196	0.20595	0.49684	0	0.04677	0.11437	0	0.12031	0.62353	0.6043	0.75571	1.40984	1.07397	0.35462	0.05976	0.79334	1.2319	0.15328	0.03117	0.26909	2.35778	0	0.37152	0.05865	0.33216	0.2927	0	0.31469	0.82085	0.56834	0	0.23522	0.03782	0.27675	0.28097	0.28005	0	1.5289	1.60721	1.44262	0.30759	0.92334	0.9095	0	0	0.18806	0.78091	0.00346	1.04098	0.10668	0.75308	0.62028	0	1.96262	0.73649	0.08056	0.99445	1.48384	1.73714	0.07732	0.64847	0.12638	0	0.42636	0.20147	0	0.00222	0.30136	0.29786	0.29266	0.4271	0.84133	0.36787	2.66679	0.02302	0	0	0	0.00383	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179	0	0.00211	0	0	0	0	0	0	0.4851	0	0	0	0	0	0.41909	0	0	0	0.03216	0	0	0	0	0	0.0357	0	0	0.20343	0	0	0.08491	0	0.18506	0.00119	0	0.03031	0.10951	0.5851	2.75578	0	0	0	0.00985	0.09783	0	0.01873	0.0367	0.02045	0	0	0	0	0	0	0.09934	0	0.03928	0	0	0	0	0	0	0	0.16455	0	0	0	0	0	0	0	0	0.01426	0.01188	0	0	0	0	0	0	0	0	0	0.01853	0.40491	0.00047	0	0.07388	0	0	0.14977	0	1.6476	0	0	0	0	0	0.10008	1.36936	0.01047	0	0	0	0.00137	0	0	0	0	0.01761	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis	0	0.00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB9580|s__GGB9580_SGB14996	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28647	0.01564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22768	0	0	0	0.19125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_SGB6139	0	0.00081	0	0	0	0	0	0	0.02834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0	0	0	0	0	0	0	0.00384	0	0	0	0.00438	0.08891	6.69299	0	0	0	0	0	0	0.00394	0	0	0	0	0	0	0	0.00724	0	0	0.01012	0.02861	0	0	0	0	0	0	0.07589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05256	0	0	0	0	0	0	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0
