Gene Family	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
K01892	71.0742	59.8546	65.6387	7.31146	128.244	41.7573	74.4186	44.5111	2.45705	48.7563	41.0699	20.9182	133.372	159.438	8.80743	55.1648	76.1842	86.4972	42.0037	70.4671	65.9662	34.049	47.0785	51.1693	54.6435	12.2183	32.5516	35.0142	20.2891	54.8142	103.552	16.6262	41.1601	37.894	94.8205	7.29765	29.4397	14.7968	63.0964	26.3633	39.6613	33.0258	20.677	6.99721	17.9398	23.7003	26.8799	27.4474	25.3612	23.7528	25.8909	13.0715	36.5904	115.896	18.6672	59.927	31.9115	73.8976	125.135	54.6298	32.9696	70.6508	3.80469	82.5458	105.305	43.3534	34.0708	40.5305	75.6968	31.5613	32.6477	34.1313	54.6458	51.0396	64.3554	125.051	34.7903	75.7558	72.8928	62.4645	17.633	36.6732	48.2794	37.2672	40.2525	45.4143	43.8614	75.7319	54.4862	57.3843	71.3338	26.9891	61.8842	30.6591	69.8847	50.9631	49.1317	40.4853	58.7085	44.3171	32.32	64.7613	63.9739	60.0136	53.7538	63.3715	67.0259	4.5477	88.7766	36.9189	4.16086	80.6126	200.114	54.2751
K01893	64.9667	60.4116	53.493	17.5484	143.672	34.8842	67.3394	38.807	1.39945	4.37941	57.6008	22.2015	97.3738	9.74983	8.15849	87.3899	31.7039	1.12653	8.16893	56.6079	53.2174	21.5276	24.3993	38.0347	29.8437	2.75545	30.5357	25.2755	5.64896	0.900689	4.68749	13.3486	21.4727	1.84836	22.6887	2.98154	8.24459	10.866	48.6766	3.37693	31.8921	13.5999	20.5958	5.65718	17.5864	14.4919	3.72972	9.67309	3.23777	14.0744	33.4804	8.98974	26.4656	79.8225	58.2704	45.6413	19.4609	60.7767	75.0754	33.2907	21.3314	42.8865	2.84754	13.2213	75.4303	40.1359	29.9946	33.3917	73.0615	13.0119	22.5419	28.0015	36.4439	49.6982	30.968	94.3359	3.91877	56.8381	60.9711	30.8601	17.3156	41.6558	68.3658	38.6179	6.34603	22.5212	29.6154	51.0033	34.0078	28.3557	52.1432	14.9848	55.6259	33.3489	32.4496	51.2762	46.3203	31.0475	71.5444	25.5384	20.5946	39.9871	59.8066	63.8106	38.966	51.6667	18.3798	2.92634	247.974	23.9883	2.90167	18.3556	144.312	51.0356
K01894	16.6552	1.93396	2.95383	0	0.177169	22.6999	0	0.822148	0.657506	4.0782	0	0	0.433228	3.00165	42.714	0	0.353373	0.462424	0.663199	0	1.36512	2.79145	1.80748	0	0.0594638	0	1.26077	0.428021	0.439737	0	0.167499	0.314644	0	1.60661	3.59621	0.17559	2.44706	0.215249	3.87396	0.822159	5.58382	3.86519	2.50398	0.516364	0	0	2.97551	0	0.251234	0.195231	0	0.832745	3.4407	0.357275	5.80005	11.1855	0	0.425733	0	2.16163	4.00456	7.00613	0	11.2725	4.2906	3.7717	5.30449	0.622671	0	2.07699	1.04102	0	0.321319	1.12716	0	0	0.48996	1.50637	0	0	0	5.06345	0	15.4311	0.299205	0.496269	0.814735	3.11736	0.538869	8.40724	0.422122	0.907624	0	2.25225	0	0	0.191521	0	0	0	0	1.36571	0	0	2.31344	0	0	0	0	20.5517	1.83062	0	0	0
K01895	3.45431	1.87327	1.17562	0.993579	1.03508	3.13631	0.86203	1.62843	0.128433	1.73005	0.641934	0	0	0.456142	0.897747	0	0	0	0.623835	0.988475	1.88786	0.666638	1.05474	0.481314	0	13.9933	6.22207	0	0.564732	0.427129	1.22871	0	0.296413	1.79916	0.643064	0.101183	0.995371	0.648031	1.30802	3.08777	3.01537	1.12704	6.20898	2.09589	1.78075	8.31099	5.883	0.972736	7.0831	1.92453	1.64289	0.98611	3.41315	0	0.775528	7.67015	1.24538	0.932031	0.445951	11.4499	2.10212	1.76494	0.529808	2.63149	3.44899	0.358432	1.4673	2.03134	0.248228	0.763562	0.259625	0.697687	0.925659	1.68339	1.41741	0	1.12422	2.41551	1.1288	2.96671	7.25812	0	0.266308	12.4857	0.282157	0	1.40776	1.28454	1.03144	4.08173	0	0.897799	0.123551	2.90586	0.872221	0.351606	4.95374	1.53204	0.776597	0	0.152328	3.00955	1.15077	0.188477	5.55075	1.13154	0.88686	2.09204	1.81602	18.0491	0.147154	0.177821	0	0
K01897	24.2268	11.0944	3.49367	145.97	3.99169	24.7061	23.2571	8.33663	4.69649	275.417	9.90542	14.4507	4.9625	11.9581	1.67552	43.5433	23.1046	100.647	73.4921	5.4443	77.5968	40.241	30.9726	40.4844	46.9899	11.6803	18.4643	10.6984	47.7147	168.216	98.5337	7.12896	36.0876	81.2055	162.673	4.34237	35.1176	18.6246	14.1877	78.3585	64.8561	80.3836	38.1882	8.77424	22.532	82.6653	12.8586	68.992	127.66	97.6419	30.4884	39.9512	66.1314	20.5574	17.4893	26.1987	81.4888	46.1512	56.312	26.9731	30.4177	9.9035	1.26971	212.166	52.7957	42.8717	53.4848	43.0567	5.81306	72.0911	39.1287	52.1074	70.7968	69.7463	133.749	83.8175	30.1011	24.4952	72.5551	7.74419	3.27091	10.9338	55.9568	75.4536	88.4269	57.0957	74.9951	20.8057	31.8299	60.9724	58.1371	38.5726	23.6838	9.19655	54.4395	18.4243	10.1876	9.8873	17.5234	62.4333	39.0806	79.8361	33.9745	23.5994	25.199	8.41623	149.382	2.26001	0.243384	11.0519	2.85344	5.97523	0	22.5428
K01899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01900	0	0	0	0	0.716531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01902	11.3299	2.194	1.04359	0	0.0494059	25.1565	0.531504	2.96251	0.337332	1.656	1.45652	0	0.327296	115.155	13.9309	1.36654	32.3876	39.8927	15.0543	0.206096	8.82336	4.68955	7.87281	3.31432	5.78878	11.9371	0.754596	1.274	0.472228	3.08551	59.686	0.424865	3.20858	26.8154	39.6163	3.42499	11.6667	1.12219	5.31767	8.3625	6.79595	7.98223	7.78322	0.56381	1.98243	3.94246	20.5941	10.0373	18.1174	6.08511	4.78316	0.197645	34.7451	17.598	13.9237	2.53578	2.2634	1.39889	31.9393	20.8876	20.5353	6.61275	0.302352	17.557	25.4237	4.76419	5.45694	2.40829	0	2.46377	0.173954	1.36835	3.52145	1.48185	1.49925	8.43883	16.2595	4.73608	1.78296	29.5776	0.257319	5.27174	1.70448	16.5126	14.2646	3.80373	1.25796	19.0435	16.5691	4.1918	3.05801	3.73029	0.434893	4.6057	47.5404	14.7494	31.9212	7.89903	0	2.55256	3.81338	11.0807	0.400162	0.978622	7.37727	0.805558	11.3198	0.913359	0	27.4207	1.2555	48.9534	28.8713	10.1338
K01903	17.9253	3.68562	1.83075	0.205284	0.585156	27.6558	2.20464	2.07624	0.326619	1.26018	1.47711	149.48	0.443116	113.983	10.6039	1.21633	28.945	39.2846	11.8658	1.96703	10.8801	5.38664	8.25643	5.32409	9.10717	10.6293	3.24962	1.67003	0.446441	3.21069	62.0232	0.52141	2.78776	24.1185	36.9762	2.63911	11.4424	1.91105	9.08281	26.2	9.01803	7.36294	6.35805	4.7153	4.17171	2.90358	20.2671	8.84025	16.6375	5.74327	5.64134	3.54417	29.335	11.1416	12.8445	4.87398	3.55397	1.33872	28.9137	19.2358	28.4315	8.69987	0.409526	17.2055	22.6259	3.87818	9.74803	5.53732	0.806692	4.45031	1.63345	8.27997	4.67729	2.25132	2.78938	7.50013	16.3733	4.37185	4.64514	31.8524	120.031	3.68014	1.58308	12.9941	13.399	6.65621	18.2218	16.319	13.5985	2.64118	4.6959	6.08317	3.0102	5.18269	34.78	10.6383	27.8738	11.2951	0	3.50376	3.34185	10.5382	2.7121	2.06149	8.88127	3.51825	11.8462	0.968433	0	18.7003	1.17499	45.5519	27.8763	5.61353
K01905	0	5.37644	0	0	0	6.25401	0	7.26035	0	0	0	2.55571	0	0	0.260232	0	0.282845	0.690512	2.98696	0	7.1031	12.5463	3.37462	1.63328	0.277154	5.60094	5.03018	2.36432	0	0	0.596343	0.563275	11.7506	0.848762	0.554425	0	10.9834	0.265337	0	0	0.884052	1.02608	0.765372	3.90613	0.274714	1.56508	13.8456	0.280167	0	0.560803	23.7761	0	17.2412	0	0	0	0.54601	0.531164	0	0	0	0	0	3.66614	0	0	0	0	0	1.46456	1.1983	1.02076	0.332014	1.28924	3.21003	0	0	0	2.02453	0	0	0	0	0	0	0	0	0	0	2.35053	5.48857	2.33673	11.466	0	10.2716	0	0	0.276941	0	12.4505	28.2903	0	0	0.583565	0.20009	0	6.67936	0	0	0	13.3333	0.22976	0	0
K01906	0	0	0	0	0	0	0	0.615247	0	0	0	0	0	0	0	0	0	0	0	0.247565	0	0	0	0	0	0	0	0	0	0	0	0	0.364645	0	0	0	0	1.3588	0.282474	0	0	0.334984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524088	0.710202	0.168022	0	0.152271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498145	1.69614	0	0	0	0	0	0	0	0	0.195453	0.364195	0	0	0	0	0	0.326775	0	0
K01908	2.11602	1.45453	0.327264	0	0	9.55434	0	0	0.0531336	1.89916	0	0	0.0209107	0.498078	8.19045	0	0	0.0322606	0.361623	0	0.032693	0.727751	0.605535	0	0	0	0	0.0321076	0	0	0.0328619	0.188056	0.025804	0.739979	0.824588	0	1.26136	0.0113013	0.497515	0.527783	1.7242	0.348489	2.01724	0.0302328	0	0.0341993	1.02936	0	0.0325391	0.0199178	0	0.0254416	0.670273	0	0.504759	1.46712	0	0.101099	0	0.700346	0.480954	0.797046	0	0.135253	0.796817	1.12311	1.04032	0	0	0.4403	0.301683	0	0.449894	0	0	0	0.159294	1.01799	0	0	0	2.04308	0	0.020221	0.0203173	0.0261198	0.232072	0.755028	0.453615	6.38792	0.0370761	0.427206	0	0.611531	0	0	0.460083	0	0	0	0	0.284007	0.0562694	0	1.3618	0	0	1.304	0	0	0.34667	0	0	0
K01910	3.35184	1.49475	0.597986	0	0	12.4387	10.1506	0.60188	0.530995	2.16057	0	0	0.176616	0.883934	10.5513	0	0.0383999	0.421175	0.520275	2.09858	1.36624	0.809455	1.77463	0.130673	0.0552498	1.90676	12.076	1.40927	0.243008	0	0	0	0	0.882384	22.9465	0.0321114	0.80824	0.0289653	2.25988	0.739542	2.52883	1.03384	2.99309	0.636134	0	0.243707	1.49262	0.130801	0.257024	0.048559	0.308225	1.0147	2.1116	0	0.124256	7.41478	0.394869	0.669576	5.36611	2.86623	1.21834	1.82203	0	3.68387	2.40094	2.39438	1.48638	0.881097	18.6717	1.18069	0.526482	0	0.518714	0.997447	1.09815	1.95705	0.431402	0.657677	0.184822	0.193334	0	3.64547	0	0.0382642	0.174794	2.49728	1.68559	3.36524	2.44554	7.82809	0.778212	1.04139	0	0.592224	0.517749	1.04027	5.21602	0	0	0.241993	0.235225	1.64692	0.156598	0	3.22976	0.966564	0.650711	0.5244	0	14.591	0.617278	0.195461	0	1.0579
K01911	3.89412	1.14927	1.06889	0.271908	185.802	5.80027	1.94907	0.612682	0.469781	2.23456	0	0	0.341755	0.780752	14.9697	0	0	0.208385	0.748461	0	1.12496	0.670549	0.536677	0	0	0	0.487177	0.186318	0	0	0	0.716225	2.34498	0.911006	3.75131	0.267939	0.82813	0.864165	2.27029	0.621908	3.3951	1.27824	4.82044	0.69898	0	0	0.831553	0.731529	0.576862	0.0549698	0	0.657112	8.66095	0.259659	2.85812	6.64495	0.215543	1.87267	0	7.55871	1.93563	2.24076	0.451219	7.09749	2.33386	1.83311	3.74174	1.24151	3.312	0.386011	0	0	0.717213	0	0	0	2.42247	0.684301	0	1.02116	0.248862	2.86747	6.80215	3.41713	0	0	0.703225	1.3509	0.455588	6.92577	0.66833	1.36923	0	0.407759	0.480455	0	0.126772	0	0	0	0	9.60181	0.922651	0.708397	2.66724	0.471328	0	1.88598	148.988	5.39177	1.04829	0.25852	0	0.102997
K01912	24.1314	22.2089	32.1587	0	0.256297	21.4189	28.8146	19.6312	0.980056	2.08335	19.0105	19.8955	1.67658	14.2451	5.54192	60.5589	13.2184	1.66372	9.61216	57.7262	28.4103	21.1894	34.6896	45.5854	45.1654	3.03	8.58527	22.6015	8.70472	1.3542	1.90455	6.38208	0	20.9775	0.242374	0.355297	18.0628	5.51725	10.3649	2.56567	17.6703	6.18815	16.9075	11.3568	10.2343	6.11709	4.94959	4.8292	5.40774	11.3201	25.1215	9.92786	13.7995	62.8511	24.0479	42.1772	19.9341	51.9781	12.498	14.5939	18.8213	52.601	0	6.67924	15.5668	37.8605	21.9771	26.2538	26.5508	11.2816	15.9696	19.2894	21.6617	35.8551	17.0207	48.677	1.31007	50.9124	20.6845	13.5833	7.8464	31.1748	22.3357	21.3174	3.62701	23.6488	30.5658	36.6613	20.1348	21.2517	23.102	14.1043	36.0784	37.3366	20.4601	11.9014	16.2553	13.4729	24.0115	10.111	10.9455	16.7917	15.2288	16.5484	34.497	44.617	31.8313	5.60286	3.02284	14.9278	4.1885	11.149	0.523364	30.0974
K01914	70.3629	73.7457	71.5583	36.6842	0.87474	49.4018	69.9056	64.9192	3.23204	16.5499	65.5264	34.4118	84.5847	12.3256	16.2658	98.2748	44.0358	9.59341	22.5332	82.2024	57.4754	34.6053	40.7327	48.5063	50.8079	10.8938	31.224	30.6798	17.1912	4.49407	17.0276	14.5307	32.1606	22.6464	50.4358	4.45962	47.042	10.7223	58.0871	30.7902	46.705	22.1657	33.5018	51.3033	25.7946	18.6552	7.5212	67.2288	12.975	24.1453	38.1582	23.609	38.0622	119.339	57.2744	67.6497	36.4489	84.9288	58.5113	42.9806	49.6199	66.8777	1.41104	13.8829	26.0975	53.1866	34.2388	44.1871	52.6727	23.57	32.7483	42.4569	48.9399	45.8912	55.0293	107.562	5.67401	81.3153	96.2436	64.6319	36.9577	56.3934	60.5342	39.6697	42.9554	52.3172	40.9047	74.9239	68.6286	47.0238	63.5749	30.3691	81.0052	57.5825	52.5403	88.2564	45.0088	40.8208	88.8008	49.1779	44.7341	45.9265	64.0844	58.9563	61.8405	79.9934	35.4914	149.031	234.015	74.207	25.9681	33.3275	4.82217	73.0659
K01915	82.0362	104.687	123.408	6.28449	4.95733	65.3944	91.9252	89.2569	48.6279	373.947	88.1534	61.0179	126.87	322.525	13.2906	110.238	169.143	324.284	149.52	131.712	136.969	98.5803	140.049	192.521	168.143	46.7894	58.8311	48.8204	124.876	341.922	275.648	23.8362	103.634	120.283	255.233	24.225	91.5787	22.878	88.2822	221.643	178.312	125.367	55.8212	42.6124	91.0239	33.5876	80.0252	121.866	250.328	143.119	86.8587	104.809	68.0549	165.51	80.6664	115.252	93.9462	151.761	178.74	142.019	92.6314	159.164	2.86115	297.637	138.4	115.35	193.845	153.404	99.3785	112.3	58.4731	95.5222	100.155	90.1283	115.955	150.748	84.0115	158.065	128.12	123.843	83.3178	97.402	75.2077	75.5918	127.167	106.986	120.84	145.784	156.295	112.558	188.062	96.4846	122.796	43.6445	186.349	92.8939	126.778	65.5753	68.7351	93.6668	85.5918	141.25	82.3059	68.8394	112.775	102.431	219.485	9.65821	26.5214	11.0479	33.7654	166.463	87.0593	106.199
K01916	12.3153	1.91769	4.0377	1.49761	153.896	6.43308	20.0672	1.6325	0	1.05947	0.116959	0	125.825	2.58574	7.02454	2.60372	3.98639	1.44145	2.16621	2.94225	1.52043	1.25009	5.7049	0	0	0	1.2392	0.0699128	4.22854	1.33047	0	0.507914	22.8747	1.17247	37.8892	4.3438	11.9449	0.462805	36.3415	1.96872	7.34238	10.8424	1.05262	0	0.150362	0.833424	1.9725	9.26141	1.49091	0.409329	1.21093	0.809574	4.62757	8.59451	4.71915	0.717502	0.934856	0.0985482	33.2357	36.9768	4.81128	8.15167	5.3155	1.13776	4.28225	1.23371	1.28886	1.44605	48.3536	1.62405	0.791602	4.0755	0.803174	0.361314	0.35293	4.76457	2.34888	1.58862	6.2967	5.05514	0	0.533404	1.17417	0.966335	4.44148	1.41639	0.135627	0.944471	2.34317	0.801587	2.66555	2.66717	1.14216	4.37255	6.15431	29.6262	1.16103	2.55304	0	7.08643	0.566851	10.7964	0.517203	0.627056	9.45481	2.84226	4.11082	3.79405	215.709	33.1671	0.482767	1.08531	0.440125	0.251058
K01918	50.8601	19.0635	35.597	6.79289	1.90279	38.2267	53.1432	49.4395	4.92979	8.93227	21.4692	183.569	2.18923	17.6677	28.0184	85.2451	25.7331	9.56161	27.7085	66.3866	40.7205	32.6574	28.1671	43.3673	41.9765	9.51292	11.502	33.1231	11.3207	0.251337	17.0653	10.436	4.45272	3.55564	5.93632	4.3191	18.6557	11.7404	21.4364	4.13344	31.0438	5.75466	18.3762	4.7319	14.115	19.3181	11.6809	6.05614	1.87346	65.9596	53.4026	7.69164	51.5321	99.8294	16.7027	68.0756	57.3269	94.585	4.2944	15.3453	27.0969	67.3641	0.426976	6.92312	20.2709	52.418	26.4711	38.3521	38.5703	21.5167	31.171	38.5638	42.1075	36.0266	40.5355	87.4849	14.3494	56.9075	66.9375	7.56128	19.4605	42.8878	26.5345	31.352	23.4119	34.4269	48.275	64.9034	34.5315	55.8166	38.8356	14.4965	61.777	19.963	31.8934	26.5797	15.6149	22.5906	46.8262	49.0196	52.3169	28.9813	18.3322	12.8237	36.322	78.0673	17.8224	1.44022	0.496235	36.0458	2.11059	8.36541	0	21.2428
K01919	8.57943	4.75248	3.50025	3.2575	183.469	13.7272	19.1807	3.76817	0.619279	7.15977	1.1862	0	112.275	1.48849	5.6202	2.42536	2.3277	1.84606	2.76356	1.93109	3.05276	1.19146	5.44888	0.396689	0	15.6514	6.92056	0.125068	2.2425	1.13131	1.29885	0.60654	15.5982	3.04681	1.29713	3.2848	9.31316	0.400908	31.2859	4.99152	11.8173	10.0694	5.91556	1.84258	0.479021	5.67085	9.68178	7.27905	9.30421	1.83461	2.49448	2.10853	3.72375	6.4662	4.75768	14.7409	1.76107	1.30345	18.4456	29.6712	7.21395	6.13516	1.38176	4.5739	6.02344	3.13297	3.87125	3.34072	36.2841	1.56713	1.17303	2.95497	1.43349	2.68434	2.58237	3.35834	0.499713	3.7093	6.49547	4.87779	7.65982	3.7583	0.904767	16.1893	3.78369	1.05624	1.87107	3.9955	4.00838	7.09466	1.55385	6.79613	1.77508	5.30992	6.30407	23.04	5.47178	3.3326	0.715505	5.33389	0.414839	14.2712	0.0530267	0.534572	11.6957	2.61559	3.58226	4.44932	124.648	16.4637	2.35703	0.683163	0.411352	0.305927
K01920	3.389	1.33657	0.442084	0	0.02882	11.0153	0	0.76874	0.0987687	3.71737	0	0	0.143001	0.896449	10.5734	0	0.19576	0.157073	0	0	0.897409	0.962517	1.10336	0	0	0	0.0587653	0.329615	0	0	0.0497091	0.0605586	0	1.85655	1.11749	0.0961571	1.88653	0	2.61218	1.77207	4.63286	1.96159	5.54674	0.794115	0	0	1.06562	0	0.539961	0	0.126688	0.478887	3.42419	0.456488	4.00056	10.0372	0.827425	0.809355	0	10.1434	2.05454	3.53897	0	2.78959	0.248191	0.992669	3.6799	1.1545	0	0.966153	0.491526	0	1.62661	2.05355	0.0770988	0	0.325153	2.78369	0	0	0	2.0681	0	14.3397	0.153961	0	1.64194	1.64311	0.209438	0.246683	0	1.518	0.240676	2.66916	0	0	0.535888	0	0	0	0	1.29618	0.144759	0	2.75564	0	0.144783	1.39471	0	12.1346	0.595343	0	0	0
K01921	64.1553	40.4726	54.9958	81.9223	150.124	67.2445	66.3603	50.3375	2.08048	13.6934	49.5688	18.7731	141.312	181.562	28.4874	91.0268	80.3407	174.198	38.3127	79.3329	60.0225	35.9275	55.2622	50.6821	62.8728	37.1536	32.5308	39.4913	60.9864	189.516	115.984	16.8314	38.3993	77.114	106.957	8.39403	47.6706	15.9575	67.4198	108.003	91.4049	70.263	37.548	37.3737	47.6777	28.314	45.2463	61.4259	43.1317	31.6334	31.5352	24.387	72.387	112.555	35.4911	77.1779	58.1961	98.6464	75.9794	78.5858	65.5253	83.6796	188.735	37.1123	57.9367	81.174	37.8326	52.0212	51.4501	34.3953	37.4367	52.1256	71.0167	51.1453	83.1141	118.334	34.753	88.0357	93.971	63.9554	42.6999	51.8532	39.2229	22.34	109.736	79.9754	95.9536	102.001	105.887	97.1467	92.3357	55.6457	73.3283	37.3459	101.093	80.7226	71.6638	115.566	67.9812	77.0553	59.4469	51.7356	19.8606	21.8778	63.0594	68.2218	51.0941	154.816	248.002	28.5082	17.5771	89.8617	54.305	32.4655
K01922	0	0	0	0	0.544343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01923	35.6409	17.1186	22.1451	5.98044	115.934	48.824	52.3627	39.6642	28.2076	206.496	23.9764	191.276	103.87	163.619	26.6942	53.2154	64.3464	171.36	68.3011	13.5161	53.7111	44.594	54.2209	60.7323	65.1866	38.5414	12.8108	9.94053	61.3731	218.321	133.518	9.22698	58.0752	72.378	132.624	13.1842	50.8133	10.106	65.4372	121.947	87.1617	71.6614	18.6358	19.715	34.7219	27.2081	41.1464	72.8246	184.051	82.4023	18.4864	61.2062	45.4136	75.5049	25.6096	50.3253	44.1285	66.959	102.11	72.3657	56.6095	47.3739	3.35332	177.191	85.4924	37.1157	56.3407	53.0265	65.004	67.8462	28.6575	50.9576	44.276	48.571	64.1503	68.1712	52.6494	40.0111	54.6267	50.8423	147.073	28.8523	30.6226	39.5831	67.8632	27.9142	38.9403	55.8413	64.7435	42.6601	68.5078	40.8318	42.963	21.7873	90.3372	68.7961	60.7845	26.9422	19.9414	52.7647	38.207	74.6373	27.7682	27.8532	39.9444	19.822	119.704	6.44948	139.286	27.6553	22.0718	82.8976	102.704	33.6737
K01924	44.7339	34.6561	50.0637	29.9979	129.885	46.9145	69.2359	54.8935	7.90018	193.947	53.3346	13.1677	137.125	158.07	13.1748	53.1777	95.9547	152.602	94.0875	80.4937	62.5649	46.2933	57.4043	73.9803	91.797	42.499	38.576	36.0878	84.4638	162.61	146.68	13.5587	56.3644	58.8028	168.531	12.0709	53.917	22.3146	63.344	90.6795	87.576	73.8012	31.589	8.73091	45.6952	37.9915	42.3363	64.629	92.3334	114.541	59.2512	47.7159	62.7495	109.308	35.989	89.7574	109.167	103.124	87.2616	71.9895	55.591	86.6442	141.597	156.663	58.8147	99.0495	69.3575	70.1043	78.4467	35.7394	43.3308	51.6486	76.4975	45.4073	61.2886	128.179	37.8724	74.2038	74.4112	67.8688	38.344	62.2069	41.0813	47.3973	76.6861	60.4901	87.1791	81.3732	72.4597	68.2407	97.9082	42.8077	72.3894	32.1189	90.5389	73.3731	63.6432	104.498	78.7622	104.176	85.5546	70.335	32.9897	29.465	64.6074	70.2875	125.589	13.4893	258.821	27.5005	10.3111	72.151	39.7652	37.7187
K01925	45.4473	35.7665	48.3729	17.9461	134.4	49.8973	71.9588	65.7428	4.7997	14.7435	32.4656	11.3317	75.4704	116.143	44.8592	75.5114	80.4155	133.479	48.6549	98.5067	50.6665	54.0923	48.1874	53.6509	61.681	39.3743	29.7856	45.8585	49.4813	140.257	92.8193	14.0318	35.4985	61.835	78.731	8.76521	62.2691	16.1448	55.8131	88.791	83.1381	50.2958	19.8586	39.7627	41.401	27.6138	37.0581	50.7287	32.8324	57.3292	59.8683	20.7144	67.6571	127.792	36.6936	75.1479	59.7911	103.346	61.3438	76.0392	62.1804	77.0331	1.10376	32.5997	50.4474	63.9743	32.5827	36.0803	71.0082	26.015	32.3458	40.7303	47.1206	44.5416	50.726	46.0938	20.1936	69.9248	86.2558	48.2747	44.973	52.3967	34.7856	15.0206	77.7022	58.804	65.0883	89.9741	101.988	69.1042	76.2751	44.9159	94.7259	61.5883	84.1149	80.0098	52.642	32.1811	38.8597	72.808	73.5819	38.4901	23.3366	28.119	65.2414	101.728	41.5085	147.763	197.424	25.7955	7.76701	65.1289	37.7865	35.4966
K01926	20.3448	17.0778	37.1871	3.0358	359.872	24.0922	66.4561	24.2291	1.44327	1.60141	16.5982	3.83596	134.066	12.0209	5.47894	41.0083	11.9215	2.01178	6.79457	67.6145	31.6993	48.4559	31.4228	40.1871	37.4816	0.261624	17.321	27.6638	5.31364	1.11688	1.19426	10.1738	22.4721	0.96032	33.0893	3.43513	8.23327	10.9378	46.5808	2.31925	15.9235	8.81475	7.83959	1.96931	6.83514	6.46868	1.95922	7.0272	2.02628	8.80645	21.5872	6.97903	28.3946	95.783	21.0102	43.6005	11.8732	51.246	51.4819	28.3691	30.4449	44.3185	2.01412	7.54589	77.4036	35.0544	15.9089	33.5258	84.0913	9.55073	17.7202	20.6457	24.6332	28.8366	20.1008	39.4754	4.7628	42.8331	19.7372	15.2864	10.3303	39.6039	17.5796	6.6636	5.39559	33.8123	34.7929	45.5543	25.9615	34.1001	19.5436	11.3484	24.5566	16.5266	36.1638	37.8523	6.02206	22.2503	35.9268	17.4244	15.1118	17.3253	5.63961	6.92925	38.6189	62.0678	15.0577	4.13462	229.992	29.0735	3.0451	13.0371	142.42	30.6492
