Pathway	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
DARABCATK12-PWY	21.0204	4.14964	6.58608	0	0	32.6929	0	3.87776	1.0019	14.4955	0	0	0.167828	4.42516	18.2933	0	0.470552	0	1.7663	0	3.73859	3.11905	3.27004	0	0.322071	0	1.93496	0.236622	0	0	0	0.223795	0	3.08077	8.21205	0.252299	4.29169	0.149628	6.53327	1.2769	11.5408	4.97064	18.5759	1.84852	0	0	2.42326	0	0.441789	0	0	0.299488	4.75059	0.326056	1.98119	17.9545	2.54799	4.58962	0	10.8583	5.84946	7.78847	0	10.9702	3.8617	0.587845	9.88443	2.2079	0	3.46962	1.66967	0	2.69353	0	0	0	1.97204	5.51534	0	0	3.27361	3.17903	0	1.1984	0.244491	0	6.81076	5.1747	2.00911	18.6875	0	2.70873	0	3.75515	0	0	0	0	0	0	1.77612	4.04451	0.239238	0	14.025	0	0	4.39609	0	11.2661	3.07253	0	0	0
DENITRIFICATION-PWY	0	0	0	0	0	0	0	0.816657	0	0	0	0	0	0	0	0	0	0	0	0	0.445483	6.66512	0	0	0	0	0	0.822187	0	0	0	0.924602	0	0	0	0	0	0.102109	8.36391	0	0	0	0	0	0	0	0	0	0	0	0	0	8.36865	1.61643	0	0	0	0	0	3.94622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88744	1.50142	0	0	0	0	0	0	0	9.4071	0	0	1.66423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVOPURINE2-PWY	82.5098	29.8537	26.0485	0	0	108.982	0	25.8191	3.51324	77.9973	0	0	0	30.4905	142.333	0	0	0	4.66659	0	20.3865	40.9496	30.6216	0	0	0	15.7037	0	0	0	0	0	21.4166	31.1046	61.8489	0	21.238	15.2575	76.2228	28.3215	63.203	32.0979	64.1638	19.058	0	0	25.0804	0	14.3097	0	0	7.83906	57.9599	8.10816	20.7629	127.719	21.2303	17.8327	0	170.122	39.393	72.0807	0	89.6121	41.5359	21.8144	70.1213	28.8277	0	21.0158	15.4578	0	28.8042	44.0248	0	0	8.09848	53.3077	0	0	0	29.209	0	168.666	13.3626	8.41628	30.6425	52.0503	7.58392	54.6758	0	19.5713	7.82822	73.2414	8.38013	0	0	0	0	0	0	37.5742	0	0	86.7944	0	0	38.2181	0	102.792	34.5338	0	0	0
DHGLUCONATE-PYR-CAT-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74794	0	0	0	0	0	0	0	0	0	0	0	0	1.09911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY	408.378	480.48	498.921	727.704	459.656	461.222	473.401	575.364	1423.12	809.833	460.45	790.367	407.277	706.623	253.948	739.246	616.021	574.784	771.611	595.21	525.152	267.301	702.599	647.049	627.026	577.494	570.897	676.563	677.363	731.931	674.172	917.075	446.334	753.601	1060.05	897.436	740.917	1464.26	373.636	590.075	480.844	633.02	473.213	685.525	764.18	802.785	597.495	754.656	818.059	645.503	539.014	782.121	462.639	659.049	632.981	513.727	615.715	639.167	483.802	476.868	670.324	428.809	868.807	330.631	744.658	471.73	739.975	559.455	501.649	547.42	739.776	646.719	656.746	570.637	638.571	563.235	625.805	554.083	785.34	520.317	726.133	416.992	611.854	475.65	761.578	532.571	569.015	515.587	626.039	476.86	565.318	808.749	678.559	614.302	884.245	621.84	498.145	422.165	499.8	592.56	629.908	447.17	584.567	591.245	460.321	575.182	499.751	669.394	504.114	237.363	595.189	595.609	620.114	533.646
ECASYN-PWY	23.6306	8.50728	7.06929	0	0	8.42868	0	4.40298	3.00019	15.9154	0	0	0.556267	7.68433	44.9026	0	0	0	1.70086	0	0	6.92285	5.32709	0	0	0	5.51689	0	0	0	0.805701	0.463691	0	5.4893	6.43242	0.277114	7.68632	0	12.5778	7.79826	21.7187	5.25653	25.1823	5.39677	0	0	0.895748	0	1.93801	1.07575	0	2.29166	18.0975	3.91009	25.6292	60.0558	4.9126	4.1612	0	40.0525	10.2497	16.8635	0	18.4367	10.6172	7.07306	18.1808	7.62193	0	3.58742	1.64048	0	7.83696	8.57414	0	0	2.41787	14.9483	0	0	0	11.6922	0	56.3865	0.341029	1.93389	6.50275	6.3516	3.25185	17.762	0	5.45202	0	13.7445	2.05103	0	0	0	0	0	0	8.66256	0.940926	0	18.6444	0	0	6.67422	0	92.7701	6.4644	0	0	0
FAO-PWY	97.4364	38.0348	31.515	0	2.16596	152.55	0	12.8394	10.524	93.1513	0	0	4.2136	32.6099	295.753	0	2.237	1.8637	6.17324	0	27.2512	28.116	33.9862	0	0	0	24.9032	6.66917	2.53235	0	7.68184	5.46982	2.50406	26.823	65.437	2.48794	24.0908	2.26927	57.2106	23.875	77.1207	45.7405	62.991	18.3253	0	4.10494	27.4777	0	9.25124	0	0	13.9863	67.535	6.46174	63.9527	177.318	22.0443	22.5163	1.87898	103.595	46.3465	70.6324	0	112.795	44.1314	33.2988	70.5907	21.5757	0	36.561	23.4669	0	24.8679	22.8734	0	0	12.0643	41.8106	0	0	0	59.4146	0	102.873	5.4467	7.52772	30.614	33.0551	9.27927	91.4942	8.93589	23.2966	2.80005	37.2604	5.52598	0	5.47532	0	0	0	5.94001	36.4815	1.99522	2.92535	52.6263	0	4.70466	14.5361	0	221.23	26.2369	0	0	0
FASYN-ELONG-PWY	260.491	173.926	181.659	0	607.537	312.681	91.5496	117.737	46.8644	70.5813	55.5892	10.6112	12.2293	305.708	310.068	89.2898	194.13	113.497	93.4031	15.2998	144.284	131.702	146.778	104.122	123.306	68.7583	161.685	73.5749	121.735	35.9654	255.791	58.0397	96.4888	125.487	173.344	55.5083	89.817	53.7373	193.498	166.927	193.501	144.774	169.483	68.8188	86.8851	342.867	163.055	61.0156	88.195	62.7795	53.62	58.55	274.748	178.663	99.4711	326.422	138.111	254.804	98.6203	143.788	156.972	237.775	5.09098	175.056	172.575	197.156	179.265	126.929	59.106	132.236	141.417	120.143	161.51	39.9636	15.8237	122.613	118.786	254.51	64.5083	144.367	165.932	215.556	187.436	306.854	151.255	128.46	194.297	184.755	166.126	236.299	190.248	118.815	126.334	126.996	153.843	48.7834	179.171	93.4586	90.7069	97.328	104.075	137.466	83.8123	49.9175	149.598	15.7316	90.1994	52.2481	3.01996	327.047	63.8788	240.092	127.751	46.4391
FASYN-INITIAL-PWY	0	5.45356	2.32721	0	5.26258	33.8979	0	8.85058	0	0	8.92152	0	1.93352	212.921	0	0	38.8308	56.6517	73.3666	0	22.8666	8.06632	34.7514	19.9913	40.8802	61.9802	0	0	4.17265	24.5797	240.055	1.18538	7.7951	103.348	100.597	18.2281	62.7668	0.64653	0	30.9059	13.2778	28.4334	6.64606	0	13.3725	11.1613	98.81	60.3614	90.5797	43.5055	20.019	0	37.1908	0	0	2.87149	12.0094	2.81943	92.0471	41.8946	9.57831	5.31727	4.83377	75.2111	67.361	4.14321	27.3515	6.12937	0	14.0206	0	7.89337	19.01	2.22028	9.47636	36.9283	60.8367	3.76706	9.85215	103.642	0	5.48283	2.20232	2.72141	46.7448	15.0488	6.20864	43.3318	69.5317	9.78767	19.7538	20.357	4.88081	0	107.118	33.1972	118.89	48.6552	0	21.5023	19.9061	49.8618	3.46935	7.46863	16.9156	0	56.7086	0	0	0	0	184.023	150.651	3.18768
FERMENTATION-PWY	172.467	61.5892	73.015	0	0	189.559	6.42855	40.4349	16.5704	141.404	69.2681	66.7726	12.5846	62.2656	323.91	2.13515	57.8685	60.7465	26.0707	38.8262	90.5756	62.3971	204.502	55.8862	43.3575	82.5144	47.0909	42.1777	113.696	58.13	10.6873	11.762	27.7443	41.7153	80.687	14.4637	49.4238	29.6889	72.3395	48.789	125.844	84.809	140.56	92.4366	54.2173	59.2965	57.6442	166.611	15.0698	139.264	43.6424	80.9897	100.492	31.0787	66.0491	238.03	158.196	90.8991	76.3225	122.527	71.2442	90.6615	0	134.989	99.2226	92.3997	144.803	88.7804	2.64433	48.9403	26.9279	19.7286	50.2439	86.1862	228.054	35.4519	20.9943	111.609	66.3707	46.1033	71.978	133.308	34.1545	154.619	25.9945	72.9863	71.8872	61.9641	58.7649	130.903	16.8991	67.0521	19.67	94.2383	6.68353	49.4075	31.5554	2.74581	31.6216	76.6278	79.3666	129.573	111.64	110.694	109.419	50.9411	67.7532	28.4857	4.52859	250.906	74.9212	2.47661	0	25.4966
FOLSYN-PWY	88.6031	72.7957	46.9981	10.8451	39.9914	68.6444	48.9833	59.4021	100.74	78.4515	0	58.8289	3.27459	50.274	141.645	2.87447	15.0596	8.13768	34.685	51.1774	92.2032	75.0993	66.3143	36.0159	28.675	0	10.1544	35.0311	11.5581	3.98864	7.71466	8.97418	139.839	43.0293	39.9902	17.8435	76.7332	42.6571	187.562	50.1541	93.7075	88.0648	96.5603	69.3128	25.3499	31.9486	69.841	34.3274	18.9031	44.9242	110.295	21.1636	109.021	120.018	97.5732	82.9675	21.3731	30.8218	113.43	138.276	47.439	67.0417	13.9863	132.542	238.816	25.8226	41.4462	25.4399	28.8192	70.1077	28.2143	14.098	22.9146	35.2283	0	0	50.8479	55.0558	77.403	5.4141	31.3403	28.3529	2.51538	6.73487	31.8666	77.5219	34.3604	49.8016	41.2974	83.2922	50.3497	32.8831	44.1011	88.8386	130.477	145.565	24.7519	2.47967	4.14917	53.9561	63.6483	58.3796	7.0756	13.4214	123.067	53.7467	67.4282	56.6408	20.2715	81.2597	97.0853	62.1958	0	82.4697
FUC-RHAMCAT-PWY	119.397	81.5232	56.7201	0	1.76639	164.439	32.6805	74.7225	9.29113	69.1596	59.1206	41.7032	5.17043	35.5504	192.06	12.0318	31.4697	15.203	37.8468	66.661	79.6473	36.7796	54.6907	21.072	43.2532	32.5482	70.8879	30.0551	13.9937	0	4.45869	17.9899	0	43.5572	44.2443	4.72801	51.4097	15.879	54.1411	49.189	99.2193	52.6098	105.734	46.6354	53.6723	37.1855	54.2631	7.58984	12.5212	24.2985	41.5371	35.006	68.7907	9.03242	55.776	195.98	78.9649	118.223	0	75.4929	73.42	80.3839	0	73.3149	52.2794	61.7956	80.5035	81.6884	13.7083	40.4605	52.9971	56.6456	37.7133	44.8254	41.8085	29.2077	11.0908	46.6022	70.1704	1.23052	48.1623	88.1023	67.7476	109.467	14.533	60.029	82.3964	110.184	51.1939	82.4278	41.4338	40.5948	62.408	69.0759	17.5278	27.6694	29.8606	0	32.4111	33.5883	34.2939	51.7612	30.6868	25.582	120.328	56.3748	41.085	17.1608	0	210.775	48.547	45.7309	0	74.4991
FUCCAT-PWY	95.5296	51.381	30.3294	0	0.888106	145.104	16.2104	46.6056	9.79135	65.7552	34.3531	183.309	6.42662	21.8297	194.854	5.55276	18.7311	18.3034	30.1414	37.3947	48.6729	21.4844	33.1558	10.518	23.9004	39.4749	46.143	15.5789	8.30876	0	3.10719	10.3064	1.20375	40.6754	45.7309	2.95506	45.5368	8.21399	35.2484	88.2428	96.6052	51.454	98.0002	63.8509	47.0926	33.2781	39.9205	3.71859	8.89771	16.724	20.8887	48.4164	41.0003	4.11569	39.7612	170.511	54.0732	74.7255	0	50.2982	88.3547	51.467	0	80.5736	34.7807	34.3938	77.1626	56.9319	6.30824	25.1638	32.9947	32.3636	20.5374	28.2647	35.9516	14.8076	6.25906	25.2392	54.3275	0.549766	168.051	57.0949	57.6156	99.492	12.3584	35.5663	51.4757	73.3546	29.2477	60.1946	27.2502	25.9701	34.9653	41.244	15.5315	40.2412	39.9906	0	16.1885	18.437	18.6477	41.3916	15.7464	14.273	91.9812	30.5596	24.8679	9.04949	0	160.505	38.2676	26.582	0	45.9349
GALACT-GLUCUROCAT-PWY	111.038	63.5532	57.9435	86.7823	6.17101	142.504	64.3177	46.2414	5.21609	61.8595	109.939	24.3235	2.69351	19.0872	81.5138	19.4108	24.036	18.3582	17.1956	12.0372	66.6483	46.3027	34.3766	20.3069	31.7275	0	34.0671	42.1225	21.2922	5.24829	31.7548	11.1781	0	60.641	62.7497	2.1374	33.6521	15.6759	41.104	16.4121	34.2147	64.0196	105.754	49.775	20.8623	36.8346	36.5309	7.51894	20.271	21.6312	9.66745	25.1481	125.669	33.8409	99.593	83.609	95.6554	74.7331	0	69.5061	70.2397	57.8659	0	57.5062	61.3541	92.6555	42.2722	40.2649	28.932	41.6807	31.8167	17.9151	53.0195	79.4158	100.299	33.2293	15.2085	55.3662	41.6027	29.4716	51.3017	76.9134	40.2056	35.2595	14.7305	85.4801	97.1301	76.0848	36.3399	107.861	33.4393	43.4509	59.0854	39.774	18.3275	36.414	22.1814	1.93364	48.8837	37.8477	16.9827	41.9878	8.55503	14.4394	31.4885	10.2416	23.7546	11.7118	4.02185	13.5667	29.5651	12.5079	0	52.2448
GALACTARDEG-PWY	143.204	76.7689	77.5016	10.1235	1.55836	217.714	19.1537	54.9867	11.9327	89.0418	33.8062	38.0523	9.26829	45.4899	390.279	1.87778	1.82067	3.90285	5.04488	10.5798	44.5126	34.6143	35.7189	13.1526	8.05733	11.5028	32.7359	8.88984	0	0	17.0136	5.20628	0.489216	37.6717	58.7332	5.37204	33.7086	4.92909	72.9358	49.3921	117.876	45.0703	95.8104	19.4979	11.994	13.1801	35.382	0	19.2183	11.0543	7.39318	15.6961	60.2767	16.4763	63.0456	202.379	8.47119	23.4947	11.1167	85.1639	69.5625	91.7191	0	101.125	58.3536	60.0422	85.2685	31.7028	37.128	28.9669	24.4764	0	13.1945	19.7465	26.4238	1.13661	15.2331	30.7888	17.4289	48.5223	40.4692	89.9879	7.89072	62.3907	3.33484	23.2711	35.3356	75.2034	22.4955	86.0621	13.8433	20.4317	11.0505	58.4656	12.919	16.2233	37.648	9.163	11.4097	6.54626	0	50.2159	6.94306	2.76346	73.6376	16.0913	4.93637	42.2264	11.9426	202.631	41.2479	3.33622	0	4.46164
GALACTITOLCAT-PWY	95.1208	23.772	22.9036	14.2004	0.523772	106.991	31.5562	0	4.8998	38.7405	0	0	1.54572	16.5139	195.549	0	8.19175	6.07737	12.334	2.56755	14.6355	26.4601	14.1197	5.8205	9.97848	0	12.043	5.14709	9.81616	3.34278	5.71105	2.16527	0	16.8647	27.9949	5.51757	17.3821	1.52907	69.2408	33.6712	55.0628	26.6199	49.169	17.5304	4.48379	0	36.5174	0.743187	5.78513	0.949831	5.61981	7.30213	17.6576	5.24242	14.808	84.5498	9.12034	19.4608	4.40737	28.34	28.5381	49.2362	0	76.5847	30.1959	21.5619	31.5232	14.1103	4.67182	28.8927	15.3976	2.27525	14.6901	0.597223	1.91187	5.06981	6.45338	14.1026	0	1.77442	25.9237	34.2767	0	6.82618	5.32301	4.50205	16.4445	21.0446	18.4499	34.7356	3.80768	18.8401	1.06314	12.4179	9.99026	0	0.8207	3.36761	1.91742	0	4.74727	14.6696	1.19856	0.631818	67.5267	2.63715	14.5405	0.747335	2.8033	4.44183	94.7537	0	0	0
GALACTUROCAT-PWY	112.074	94.4974	103.706	401.329	11.0609	143.454	101.83	49.7722	9.55218	71.4449	111.97	78.3197	5.76489	23.2817	79.4099	27.0524	50.018	24.8035	47.0341	18.0304	89.3077	47.7283	38.2902	37.6836	64.2526	38.0997	112.712	66.196	64.1934	11.8449	56.5911	29.7665	10.7124	107.646	57.8036	4.8655	33.0184	42.6475	46.5765	44.4289	55.8228	75.1812	96.4274	55.1856	67.213	63.9413	45.3483	22.0908	24.1979	36.2797	20.2356	52.2437	152.985	78.8517	96.08	73.2605	112.782	72.1854	77.3888	66.4094	71.803	70.5024	3.1313	73.5102	75.573	100.948	50.3848	38.568	131.754	47.7448	36.1646	38.2857	70.3465	100.952	124.421	105.205	26.0018	68.2491	49.4561	116.356	68.8374	87.5243	73.0181	51.9089	160.268	152.48	156.226	77.9476	39.7094	137.848	51.9738	68.7928	55.4423	43.8807	29.6762	52.5561	70.7939	117.284	123.186	106.765	115.744	52.8063	17.4272	23.4947	33.4364	15.6841	72.8208	62.0184	37.3494	75.2389	49.0616	28.7942	0.844523	79.9837
GLCMANNANAUT-PWY	189.103	122.737	149.589	419.755	4.42804	246.584	135.712	155.654	44.8058	150.864	159.658	78.9129	6.48988	133.873	311.371	52.9998	101.818	47.5947	110.329	110.345	170.163	90.4702	185.676	154.338	176.434	136.949	197.458	77.4379	148.7	56.3606	96.2568	25.517	52.4471	209.892	128.366	29.3893	129.87	68.7875	130.317	151.113	129.449	133.221	141.787	87.1649	139.161	109.011	117.407	38.432	96.2858	77.2398	142.436	123.948	134.733	142.791	192.613	251.552	187.69	143.185	111.911	137.523	198.965	180.849	0	135.717	145.825	130.837	133.605	88.968	97.5368	83.256	77.4156	112.788	145.212	119.909	179.596	186.013	26.3786	155.851	157.071	269.89	120.561	149.856	126.088	116.635	207.882	168.131	183.353	148.195	147.342	145.629	123.01	122.907	102.664	131.7	142.116	152.057	159.312	97.3439	227.104	178.501	198.471	120.461	94.2913	121.029	156.885	107.483	160.576	139.98	68.527	58.8047	153.009	134.484	15.5104	218.715
GLUCARDEG-PWY	58.9447	62.3649	60.2804	8.70949	0.755158	119.517	2.12653	30.1345	6.07826	42.1468	18.205	35.7812	3.25812	20.8814	289.942	1.57096	1.70534	3.3158	4.67009	8.82087	37.1469	30.8287	30.2664	8.48269	6.54894	10.9913	31.166	6.61463	0	0	6.19582	4.43464	0.490806	27.6305	33.848	1.66299	22.5642	3.85096	64.2342	44.1447	72.8263	38.0508	73.3047	14.9142	4.15484	8.28673	32.3545	0	16.1651	8.74301	7.28688	8.26472	30.1493	8.13695	28.5281	128.137	5.08388	15.3798	3.74873	59.0257	37.8098	34.3224	0	74.9201	25.7821	40.8864	60.6559	21.3617	0	24.8266	13.9702	0	10.2001	13.6098	17.3179	1.01278	11.2122	23.1271	13.3527	15.7735	15.8198	52.6611	1.13153	56.8751	3.24927	16.3093	26.408	35.2193	17.9865	63.1406	11.3292	16.5799	3.94729	24.7447	13.4589	13.1121	25.5193	3.76358	7.36943	5.80393	0	27.9518	4.29769	2.38094	47.0121	9.81386	4.75433	32.0801	0	175.219	27.2972	2.56234	0	1.9485
GLUCARGALACTSUPER-PWY	143.204	76.7689	77.5016	10.1235	1.55836	217.714	19.1537	54.9867	11.9327	89.0418	33.8062	38.0523	9.26829	45.4899	390.279	1.87778	1.82067	3.90285	5.04488	10.5798	44.5126	34.6143	35.7189	13.1526	8.05733	11.5028	32.7359	8.88984	0	0	17.0136	5.20628	0.489216	37.6717	58.7332	5.37204	33.7086	4.92909	72.9358	49.3921	117.876	45.0703	95.8104	19.4979	11.994	13.1801	35.382	0	19.2183	11.0543	7.39318	15.6961	60.2767	16.4763	63.0456	202.379	8.47119	23.4947	11.1167	85.1639	69.5625	91.7191	0	101.125	58.3536	60.0422	85.2685	31.7028	37.128	28.9669	24.4764	0	13.1945	19.7465	26.4238	1.13661	15.2331	30.7888	17.4289	48.5223	40.4692	89.9879	7.89072	62.3907	3.33484	23.2711	35.3356	75.2034	22.4955	86.0621	13.8433	20.4317	11.0505	58.4656	12.919	16.2233	37.648	9.163	11.4097	6.54626	0	50.2159	6.94306	2.76346	73.6376	16.0913	4.93637	42.2264	11.9426	202.631	41.2479	3.33622	0	4.46164
GLUCONEO-PWY	218.844	184.338	169.858	93.8978	14.7527	263.124	168.803	234.532	135.301	224.553	74.3768	94.7064	38.6874	171.736	309.839	154.006	288.326	156.8	248.484	86.7273	229.503	136.335	194.781	244.859	236.513	211.773	165.315	120.381	278.662	85.3975	211.996	97.0522	203.848	217.245	213.446	222.352	246.518	143.319	194.695	283.166	268.246	273.259	254.754	171.792	238.835	238.163	204.752	301.901	133.955	295.468	157.939	243.286	251.277	240.455	218.715	269.431	219.041	192.285	233.977	283.567	276.115	209.149	0	217.121	235.803	212.13	255.012	222.525	205.491	235.481	149.392	219.797	220.364	157.384	259.906	279.613	254.173	198.918	281.59	238.239	250.842	210.86	194.111	248.95	247.32	232.596	226.082	201.523	252.735	240.479	298.087	261.209	255.256	274.337	256.696	249.693	256.723	137.474	178.561	275.892	252.045	302.517	240.968	208.609	241.409	127.838	272.022	117.036	533.379	335.747	126.182	247.593	24.7056	170.324
GLUCOSE1PMETAB-PWY	139.962	170.988	171.912	0	913.995	205.521	0	295.826	434.528	884.79	0	0	239.73	503	270.895	0	352.189	618.274	467.542	0	231.343	194.34	299.663	0	311.65	0	177.99	295.727	524.699	0	606.05	315.42	364.493	494.041	565.204	531.778	547.04	343.824	196.009	511.993	388.698	443.624	292.065	384.623	320.68	173.973	364.901	576.74	608.045	350.43	0	358.31	305.973	188.678	205.364	269.349	366.593	178.135	0	474.967	415.034	205.636	0	598.84	421.654	164.92	309.452	224.34	0	367.122	273.648	0	225.12	238.804	0	0	379.266	178.113	329.759	0	184.707	162.265	136.151	302.628	664.855	378.443	223.455	214.416	336.035	189.634	258.641	327.978	353.129	506.159	458.848	0	184.707	0	0	0	335.754	285.627	191.769	168.717	310.252	364.22	512.016	0	717.8	500.88	760.996	613.425	0	310.785
GLUCUROCAT-PWY	123.511	65.1119	81.3591	306.479	8.97403	167.799	117.501	48.9964	15.1704	80.8232	121.287	47.0825	4.96785	24.6334	89.2686	75.811	60.362	24.6037	52.994	20.9032	101.121	52.7782	42.1667	42.4344	71.9513	51.7195	135.71	68.7142	101.328	31.8102	58.3893	32.9519	9.79082	114.204	67.4115	4.40387	48.3436	61.1139	45.1624	29.5356	62.5431	93.2243	115.884	60.8824	89.2434	80.1834	45.7433	42.8195	27.914	50.3549	21.6708	53.6177	148.176	69.4241	119.267	81.4262	211.179	125.362	36.5489	77.5872	90.6986	77.4584	0	63.2862	73.3787	147.25	52.7218	46.2959	170.071	54.6815	74.9474	83.3118	81.2359	122.294	135.009	131.107	27.1558	76.2666	70.364	123.922	76.68	116.999	88.324	47.423	165.643	127.25	181.865	91.6432	42.5614	148.756	59.2565	82.6932	86.332	48.4733	27.7971	61.7375	80.71	59.2013	182.844	157.174	137.809	56.2947	21.4373	27.9794	39.0594	18.6135	87.438	15.3338	45.8561	12.7831	50.5619	39.9228	1.22903	93.8468
GLUDEG-I-PWY	78.3934	31.1181	22.5673	5.73906	2.14013	84.1591	53.3782	68.0566	4.66671	6.43511	0	0	2.43132	20.3073	0	0	2.87439	1.73172	9.33604	34.2025	14.6647	17.959	19.477	4.16888	4.47541	2.18897	11.311	7.11513	2.60739	1.26148	1.25966	6.14407	0	3.10868	5.09856	2.98477	3.94625	5.10169	44.8023	6.53929	70.7182	10.9401	54.8987	13.2176	22.2422	14.2098	7.00119	2.94453	5.97502	4.7739	10.1929	14.8712	44.9485	13.329	50.3514	148.183	8.42824	63.8058	3.19442	13.6984	41.4843	56.9572	0	12.6833	32.9995	41.1773	55.5471	30.2499	80.0962	16.162	6.96928	1.10592	12.5084	14.6992	6.67894	9.97699	4.45002	33.732	2.28499	3.57147	2.65024	48.1048	3.7045	83.3572	3.57589	6.18182	42.9459	32.8916	7.02929	52.7296	3.94355	17.7186	8.12604	44.1932	6.74574	2.58434	37.7799	6.80276	1.64323	0	3.21008	64.6216	16.6058	7.24631	68.2045	44.3557	5.64199	0	473.695	28.8959	5.01038	8.85301	0	35.788
GLUTORN-PWY	169.1	303.299	309.558	763.134	7.8718	345.695	175.035	359.073	275.382	588.09	270.879	211.909	413.13	501.983	433.812	65.4467	443.605	654.593	506.775	371.438	313.781	218.472	456.595	381.461	430.779	551.283	463.453	322.983	553.848	695.594	568.136	129.068	334.648	572.494	462.123	179.214	535.252	277.377	392.808	542.198	400.251	471.62	400.974	567.025	574.124	435.541	571.535	555.28	517.349	534.822	435.965	465.311	341.046	253.045	321.6	400.848	578.158	319.029	414.999	482.095	558.551	290.459	10.6108	484.911	507.956	380.333	435.709	361.155	163.248	364.396	288.76	364.754	310.802	314.528	550.066	250.841	266.783	311.46	467.547	397.752	539.028	348.036	233.247	315.784	636.136	465.6	474.916	262.749	395.51	374.17	367.364	385.915	440.474	433.362	478.45	431.594	405.217	101.03	256.749	528.387	519.948	365.488	382.233	349.877	371.512	422.346	468.787	741.768	147.57	366.364	548.715	470.073	519.182	331.67
GLYCOCAT-PWY	56.9269	135.683	136.17	0	7.32365	190.368	156.98	97.7873	12.4763	20.1984	13.2446	144.514	11.6077	210.334	115.274	107.923	68.2184	22.1439	129.222	12.101	67.3018	49.4804	94.1554	112.455	123.932	163.624	190.918	32.3347	14.6169	13.1561	428.972	14.1757	16.0431	126.389	137.532	10.1951	30.0404	39.5608	59.7517	151.143	89.0479	42.6428	85.665	16.8201	50.9562	310.94	13.765	113.757	230.161	110.17	115.089	51.512	110.69	73.4397	190.072	87.8199	8.44033	9.05488	292.403	150.97	43.6967	40.8376	10.2673	245.572	91.6369	103.042	187.172	114.499	175.27	83.8001	100.648	170.126	169.41	135.627	145.833	113.526	141.884	27.9138	75.5096	120.278	9.50669	117.168	183.42	211.352	128.048	82.9953	118.808	77.835	167.918	107.228	53.7669	63.8296	92.7697	34.5836	29.5051	67.3812	321.99	12.1182	2.27212	11.0884	30.2984	170.514	83.3694	63.2318	75.6826	6.26128	22.5404	37.2216	331.647	98.765	14.8106	332.415	249.4	73.94
GLYCOGENSYNTH-PWY	201.949	325.246	392.518	976.896	17.6914	365.894	296.214	487.721	317.037	900.943	307.343	178.385	72.7398	568.401	522.61	136.054	511.892	778.692	644.653	543.018	372.006	254.623	469.727	415.388	485.361	657.763	514.248	424.456	637.012	929.387	698.394	136.817	422.252	651.099	648.803	219.245	764.514	328.401	461.836	677.006	498.578	557.866	470.783	751.609	631.338	454.55	622.384	746.137	643.597	529.542	648.044	622.846	440.032	320.377	339.917	387.444	692.848	523.686	391.639	599.577	541.516	381.002	12.5386	733.387	475.74	451.32	393.854	441.695	239.131	402.45	330.542	393.693	400.831	299.422	536.135	246.716	307.982	448.872	493.144	499.286	377.599	454.125	253.139	346.547	832.083	720.205	581.372	370.75	449.088	454.334	372.465	416.328	652.784	765.838	551.197	495.669	335.804	149.789	413.929	671.72	762.221	370.681	453.598	452.243	517.736	646.318	688.06	692.358	143.161	604.242	929.763	698.887	228.383	611.821
